#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1811    0.33216E+03   -0.49053E+01    0.77684E-09   -0.49053E+01    0.64575E+01   -0.52122E-10    0.77684E-09   -0.52122E-10    0.37635E-15
  1812    0.33090E+03   -0.46910E+01    0.76254E-09   -0.46910E+01    0.64906E+01   -0.52040E-10    0.76254E-09   -0.52040E-10    0.37540E-15
  1813    0.32964E+03   -0.44812E+01    0.74819E-09   -0.44812E+01    0.65251E+01   -0.51927E-10    0.74819E-09   -0.51927E-10    0.37445E-15
  1814    0.32836E+03   -0.42761E+01    0.73381E-09   -0.42761E+01    0.65608E+01   -0.51786E-10    0.73381E-09   -0.51786E-10    0.37350E-15
  1815    0.32708E+03   -0.40758E+01    0.71946E-09   -0.40758E+01    0.65979E+01   -0.51619E-10    0.71946E-09   -0.51619E-10    0.37256E-15
  1816    0.32579E+03   -0.38805E+01    0.70518E-09   -0.38805E+01    0.66361E+01   -0.51428E-10    0.70518E-09   -0.51428E-10    0.37162E-15
  1817    0.32448E+03   -0.36898E+01    0.69099E-09   -0.36898E+01    0.66756E+01   -0.51216E-10    0.69099E-09   -0.51216E-10    0.37068E-15
  1818    0.32317E+03   -0.35041E+01    0.67694E-09   -0.35041E+01    0.67163E+01   -0.50985E-10    0.67694E-09   -0.50985E-10    0.36974E-15
  1819    0.32183E+03   -0.33235E+01    0.66307E-09   -0.33235E+01    0.67584E+01   -0.50738E-10    0.66307E-09   -0.50738E-10    0.36880E-15
  1820    0.32051E+03   -0.31478E+01    0.64941E-09   -0.31478E+01    0.68013E+01   -0.50477E-10    0.64941E-09   -0.50477E-10    0.36787E-15
  1821    0.31918E+03   -0.29772E+01    0.63601E-09   -0.29772E+01    0.68455E+01   -0.50204E-10    0.63601E-09   -0.50204E-10    0.36694E-15
  1822    0.31784E+03   -0.28118E+01    0.62291E-09   -0.28118E+01    0.68907E+01   -0.49922E-10    0.62291E-09   -0.49922E-10    0.36602E-15
  1823    0.31652E+03   -0.26515E+01    0.61014E-09   -0.26515E+01    0.69370E+01   -0.49633E-10    0.61014E-09   -0.49633E-10    0.36509E-15
  1824    0.31517E+03   -0.24964E+01    0.59774E-09   -0.24964E+01    0.69841E+01   -0.49340E-10    0.59774E-09   -0.49340E-10    0.36417E-15
  1825    0.31381E+03   -0.23466E+01    0.58576E-09   -0.23466E+01    0.70321E+01   -0.49045E-10    0.58576E-09   -0.49045E-10    0.36325E-15
  1826    0.31245E+03   -0.22020E+01    0.57422E-09   -0.22020E+01    0.70818E+01   -0.48750E-10    0.57422E-09   -0.48750E-10    0.36234E-15
  1827    0.31110E+03   -0.20627E+01    0.56318E-09   -0.20627E+01    0.71322E+01   -0.48458E-10    0.56318E-09   -0.48458E-10    0.36142E-15
  1828    0.30972E+03   -0.19288E+01    0.55266E-09   -0.19288E+01    0.71833E+01   -0.48171E-10    0.55266E-09   -0.48171E-10    0.36051E-15
  1829    0.30835E+03   -0.18002E+01    0.54272E-09   -0.18002E+01    0.72345E+01   -0.47892E-10    0.54272E-09   -0.47892E-10    0.35961E-15
  1830    0.30698E+03   -0.16769E+01    0.53338E-09   -0.16769E+01    0.72880E+01   -0.47623E-10    0.53338E-09   -0.47623E-10    0.35870E-15
  1831    0.30560E+03   -0.15591E+01    0.52468E-09   -0.15591E+01    0.73415E+01   -0.47366E-10    0.52468E-09   -0.47366E-10    0.35780E-15
  1832    0.30422E+03   -0.14468E+01    0.51667E-09   -0.14468E+01    0.73959E+01   -0.47124E-10    0.51667E-09   -0.47124E-10    0.35690E-15
  1833    0.30284E+03   -0.13398E+01    0.50939E-09   -0.13398E+01    0.74510E+01   -0.46899E-10    0.50939E-09   -0.46899E-10    0.35600E-15
  1834    0.30146E+03   -0.12384E+01    0.50286E-09   -0.12384E+01    0.75063E+01   -0.46694E-10    0.50286E-09   -0.46694E-10    0.35511E-15
  1835    0.30007E+03   -0.11422E+01    0.49714E-09   -0.11422E+01    0.75630E+01   -0.46511E-10    0.49714E-09   -0.46511E-10    0.35421E-15
  1836    0.29868E+03   -0.10518E+01    0.49226E-09   -0.10518E+01    0.76214E+01   -0.46352E-10    0.49226E-09   -0.46352E-10    0.35332E-15
  1837    0.29730E+03   -0.96674E+00    0.48826E-09   -0.96674E+00    0.76783E+01   -0.46220E-10    0.48826E-09   -0.46220E-10    0.35244E-15
  1838    0.29591E+03   -0.88726E+00    0.48518E-09   -0.88726E+00    0.77368E+01   -0.46117E-10    0.48518E-09   -0.46117E-10    0.35155E-15
  1839    0.29452E+03   -0.81322E+00    0.48306E-09   -0.81322E+00    0.77961E+01   -0.46046E-10    0.48306E-09   -0.46046E-10    0.35067E-15
  1840    0.29314E+03   -0.74476E+00    0.48193E-09   -0.74476E+00    0.78547E+01   -0.46008E-10    0.48193E-09   -0.46008E-10    0.34979E-15
  1841    0.29176E+03   -0.68175E+00    0.48184E-09   -0.68175E+00    0.79149E+01   -0.46007E-10    0.48184E-09   -0.46007E-10    0.34891E-15
  1842    0.29037E+03   -0.62427E+00    0.48283E-09   -0.62427E+00    0.79752E+01   -0.46045E-10    0.48283E-09   -0.46045E-10    0.34804E-15
  1843    0.28899E+03   -0.57233E+00    0.48492E-09   -0.57233E+00    0.80356E+01   -0.46124E-10    0.48492E-09   -0.46124E-10    0.34716E-15
  1844    0.28761E+03   -0.52578E+00    0.48817E-09   -0.52578E+00    0.80968E+01   -0.46246E-10    0.48817E-09   -0.46246E-10    0.34629E-15
  1845    0.28625E+03   -0.48478E+00    0.49262E-09   -0.48478E+00    0.81580E+01   -0.46414E-10    0.49262E-09   -0.46414E-10    0.34543E-15
  1846    0.28487E+03   -0.44911E+00    0.49829E-09   -0.44911E+00    0.82202E+01   -0.46631E-10    0.49829E-09   -0.46631E-10    0.34456E-15
  1847    0.28350E+03   -0.41908E+00    0.50523E-09   -0.41908E+00    0.82824E+01   -0.46899E-10    0.50523E-09   -0.46899E-10    0.34370E-15
  1848    0.28213E+03   -0.39433E+00    0.51348E-09   -0.39433E+00    0.83447E+01   -0.47219E-10    0.51348E-09   -0.47219E-10    0.34284E-15
  1849    0.28077E+03   -0.37502E+00    0.52308E-09   -0.37502E+00    0.84071E+01   -0.47595E-10    0.52308E-09   -0.47595E-10    0.34198E-15
  1850    0.27941E+03   -0.36106E+00    0.53407E-09   -0.36106E+00    0.84696E+01   -0.48030E-10    0.53407E-09   -0.48030E-10    0.34112E-15
  1851    0.27803E+03   -0.35249E+00    0.54647E-09   -0.35249E+00    0.85329E+01   -0.48523E-10    0.54647E-09   -0.48523E-10    0.34027E-15
  1852    0.27670E+03   -0.34929E+00    0.56024E-09   -0.34929E+00    0.85971E+01   -0.49075E-10    0.56024E-09   -0.49075E-10    0.33942E-15
  1853    0.27534E+03   -0.35133E+00    0.57533E-09   -0.35133E+00    0.86599E+01   -0.49682E-10    0.57533E-09   -0.49682E-10    0.33857E-15
  1854    0.27400E+03   -0.35876E+00    0.59170E-09   -0.35876E+00    0.87227E+01   -0.50343E-10    0.59170E-09   -0.50343E-10    0.33773E-15
  1855    0.27266E+03   -0.37137E+00    0.60928E-09   -0.37137E+00    0.87850E+01   -0.51055E-10    0.60928E-09   -0.51055E-10    0.33688E-15
  1856    0.27134E+03   -0.38910E+00    0.62803E-09   -0.38910E+00    0.88481E+01   -0.51816E-10    0.62803E-09   -0.51816E-10    0.33604E-15
  1857    0.27002E+03   -0.41209E+00    0.64789E-09   -0.41209E+00    0.89120E+01   -0.52623E-10    0.64789E-09   -0.52623E-10    0.33520E-15
  1858    0.26870E+03   -0.44020E+00    0.66882E-09   -0.44020E+00    0.89745E+01   -0.53475E-10    0.66882E-09   -0.53475E-10    0.33437E-15
  1859    0.26740E+03   -0.47353E+00    0.69077E-09   -0.47353E+00    0.90379E+01   -0.54369E-10    0.69077E-09   -0.54369E-10    0.33353E-15
  1860    0.26609E+03   -0.51177E+00    0.71367E-09   -0.51177E+00    0.90999E+01   -0.55302E-10    0.71367E-09   -0.55302E-10    0.33270E-15
  1861    0.26481E+03   -0.55516E+00    0.73748E-09   -0.55516E+00    0.91627E+01   -0.56273E-10    0.73748E-09   -0.56273E-10    0.33187E-15
  1862    0.26353E+03   -0.60341E+00    0.76214E-09   -0.60341E+00    0.92249E+01   -0.57278E-10    0.76214E-09   -0.57278E-10    0.33105E-15
  1863    0.26224E+03   -0.65653E+00    0.78762E-09   -0.65653E+00    0.92872E+01   -0.58317E-10    0.78762E-09   -0.58317E-10    0.33022E-15
  1864    0.26098E+03   -0.71459E+00    0.81384E-09   -0.71459E+00    0.93503E+01   -0.59386E-10    0.81384E-09   -0.59386E-10    0.32940E-15
  1865    0.25972E+03   -0.77745E+00    0.84077E-09   -0.77745E+00    0.94120E+01   -0.60483E-10    0.84077E-09   -0.60483E-10    0.32858E-15
  1866    0.25848E+03   -0.84513E+00    0.86835E-09   -0.84513E+00    0.94731E+01   -0.61605E-10    0.86835E-09   -0.61605E-10    0.32776E-15
  1867    0.25723E+03   -0.91733E+00    0.89653E-09   -0.91733E+00    0.95343E+01   -0.62752E-10    0.89653E-09   -0.62752E-10    0.32695E-15
  1868    0.25601E+03   -0.99436E+00    0.92525E-09   -0.99436E+00    0.95948E+01   -0.63920E-10    0.92525E-09   -0.63920E-10    0.32613E-15
  1869    0.25480E+03   -0.10758E+01    0.95447E-09   -0.10758E+01    0.96547E+01   -0.65106E-10    0.95447E-09   -0.65106E-10    0.32532E-15
  1870    0.25359E+03   -0.11620E+01    0.98413E-09   -0.11620E+01    0.97146E+01   -0.66310E-10    0.98413E-09   -0.66310E-10    0.32451E-15
  1871    0.25239E+03   -0.12525E+01    0.10142E-08   -0.12525E+01    0.97747E+01   -0.67527E-10    0.10142E-08   -0.67527E-10    0.32371E-15
  1872    0.25121E+03   -0.13476E+01    0.10446E-08   -0.13476E+01    0.98334E+01   -0.68757E-10    0.10446E-08   -0.68757E-10    0.32290E-15
  1873    0.25003E+03   -0.14469E+01    0.10753E-08   -0.14469E+01    0.98921E+01   -0.69997E-10    0.10753E-08   -0.69997E-10    0.32210E-15
  1874    0.24888E+03   -0.15506E+01    0.11062E-08   -0.15506E+01    0.99495E+01   -0.71244E-10    0.11062E-08   -0.71244E-10    0.32130E-15
  1875    0.24773E+03   -0.16585E+01    0.11373E-08   -0.16585E+01    0.10007E+02   -0.72496E-10    0.11373E-08   -0.72496E-10    0.32051E-15
  1876    0.24659E+03   -0.17705E+01    0.11685E-08   -0.17705E+01    0.10064E+02   -0.73751E-10    0.11685E-08   -0.73751E-10    0.31971E-15
  1877    0.24546E+03   -0.18866E+01    0.11998E-08   -0.18866E+01    0.10120E+02   -0.75006E-10    0.11998E-08   -0.75006E-10    0.31892E-15
  1878    0.24434E+03   -0.20067E+01    0.12312E-08   -0.20067E+01    0.10175E+02   -0.76260E-10    0.12312E-08   -0.76260E-10    0.31813E-15
  1879    0.24325E+03   -0.21306E+01    0.12625E-08   -0.21306E+01    0.10229E+02   -0.77510E-10    0.12625E-08   -0.77510E-10    0.31734E-15
  1880    0.24216E+03   -0.22586E+01    0.12938E-08   -0.22586E+01    0.10282E+02   -0.78754E-10    0.12938E-08   -0.78754E-10    0.31655E-15
  1881    0.24109E+03   -0.23902E+01    0.13249E-08   -0.23902E+01    0.10335E+02   -0.79989E-10    0.13249E-08   -0.79989E-10    0.31577E-15
  1882    0.24003E+03   -0.25254E+01    0.13558E-08   -0.25254E+01    0.10388E+02   -0.81213E-10    0.13558E-08   -0.81213E-10    0.31499E-15
  1883    0.23898E+03   -0.26643E+01    0.13865E-08   -0.26643E+01    0.10439E+02   -0.82424E-10    0.13865E-08   -0.82424E-10    0.31421E-15
  1884    0.23795E+03   -0.28068E+01    0.14170E-08   -0.28068E+01    0.10490E+02   -0.83619E-10    0.14170E-08   -0.83619E-10    0.31343E-15
  1885    0.23694E+03   -0.29528E+01    0.14471E-08   -0.29528E+01    0.10540E+02   -0.84796E-10    0.14471E-08   -0.84796E-10    0.31265E-15
  1886    0.23593E+03   -0.31020E+01    0.14768E-08   -0.31020E+01    0.10589E+02   -0.85954E-10    0.14768E-08   -0.85954E-10    0.31188E-15
  1887    0.23494E+03   -0.32548E+01    0.15061E-08   -0.32548E+01    0.10638E+02   -0.87089E-10    0.15061E-08   -0.87089E-10    0.31111E-15
  1888    0.23397E+03   -0.34106E+01    0.15349E-08   -0.34106E+01    0.10684E+02   -0.88199E-10    0.15349E-08   -0.88199E-10    0.31034E-15
  1889    0.23300E+03   -0.35696E+01    0.15632E-08   -0.35696E+01    0.10731E+02   -0.89282E-10    0.15632E-08   -0.89282E-10    0.30957E-15
  1890    0.23206E+03   -0.37318E+01    0.15908E-08   -0.37318E+01    0.10776E+02   -0.90336E-10    0.15908E-08   -0.90336E-10    0.30881E-15
  1891    0.23113E+03   -0.38968E+01    0.16178E-08   -0.38968E+01    0.10821E+02   -0.91358E-10    0.16178E-08   -0.91358E-10    0.30805E-15
  1892    0.23022E+03   -0.40649E+01    0.16442E-08   -0.40649E+01    0.10864E+02   -0.92347E-10    0.16442E-08   -0.92347E-10    0.30729E-15
  1893    0.22931E+03   -0.42355E+01    0.16698E-08   -0.42355E+01    0.10907E+02   -0.93299E-10    0.16698E-08   -0.93299E-10    0.30653E-15
  1894    0.22843E+03   -0.44089E+01    0.16946E-08   -0.44089E+01    0.10948E+02   -0.94213E-10    0.16946E-08   -0.94213E-10    0.30577E-15
  1895    0.22755E+03   -0.45849E+01    0.17185E-08   -0.45849E+01    0.10989E+02   -0.95086E-10    0.17185E-08   -0.95086E-10    0.30502E-15
  1896    0.22670E+03   -0.47636E+01    0.17415E-08   -0.47636E+01    0.11029E+02   -0.95915E-10    0.17415E-08   -0.95915E-10    0.30427E-15
  1897    0.22587E+03   -0.49446E+01    0.17636E-08   -0.49446E+01    0.11067E+02   -0.96700E-10    0.17636E-08   -0.96700E-10    0.30352E-15
  1898    0.22504E+03   -0.51282E+01    0.17847E-08   -0.51282E+01    0.11104E+02   -0.97437E-10    0.17847E-08   -0.97437E-10    0.30277E-15
  1899    0.22424E+03   -0.53139E+01    0.18047E-08   -0.53139E+01    0.11141E+02   -0.98123E-10    0.18047E-08   -0.98123E-10    0.30202E-15
  1900    0.22344E+03   -0.55020E+01    0.18236E-08   -0.55020E+01    0.11175E+02   -0.98758E-10    0.18236E-08   -0.98758E-10    0.30128E-15
  1901    0.22266E+03   -0.56923E+01    0.18414E-08   -0.56923E+01    0.11209E+02   -0.99338E-10    0.18414E-08   -0.99338E-10    0.30054E-15
  1902    0.22191E+03   -0.58845E+01    0.18580E-08   -0.58845E+01    0.11241E+02   -0.99864E-10    0.18580E-08   -0.99864E-10    0.29980E-15
  1903    0.22116E+03   -0.60784E+01    0.18734E-08   -0.60784E+01    0.11272E+02   -0.10033E-09    0.18734E-08   -0.10033E-09    0.29906E-15
  1904    0.22045E+03   -0.62736E+01    0.18877E-08   -0.62736E+01    0.11303E+02   -0.10075E-09    0.18877E-08   -0.10075E-09    0.29832E-15
  1905    0.21972E+03   -0.64714E+01    0.19007E-08   -0.64714E+01    0.11332E+02   -0.10111E-09    0.19007E-08   -0.10111E-09    0.29759E-15
  1906    0.21902E+03   -0.66710E+01    0.19125E-08   -0.66710E+01    0.11360E+02   -0.10142E-09    0.19125E-08   -0.10142E-09    0.29686E-15
  1907    0.21835E+03   -0.68708E+01    0.19232E-08   -0.68708E+01    0.11388E+02   -0.10167E-09    0.19232E-08   -0.10167E-09    0.29613E-15
  1908    0.21769E+03   -0.70733E+01    0.19326E-08   -0.70733E+01    0.11413E+02   -0.10186E-09    0.19326E-08   -0.10186E-09    0.29540E-15
  1909    0.21703E+03   -0.72760E+01    0.19408E-08   -0.72760E+01    0.11437E+02   -0.10201E-09    0.19408E-08   -0.10201E-09    0.29468E-15
  1910    0.21640E+03   -0.74806E+01    0.19478E-08   -0.74806E+01    0.11461E+02   -0.10209E-09    0.19478E-08   -0.10209E-09    0.29395E-15
  1911    0.21579E+03   -0.76870E+01    0.19535E-08   -0.76870E+01    0.11483E+02   -0.10212E-09    0.19535E-08   -0.10212E-09    0.29323E-15
  1912    0.21519E+03   -0.78929E+01    0.19580E-08   -0.78929E+01    0.11504E+02   -0.10210E-09    0.19580E-08   -0.10210E-09    0.29251E-15
  1913    0.21462E+03   -0.80999E+01    0.19612E-08   -0.80999E+01    0.11523E+02   -0.10201E-09    0.19612E-08   -0.10201E-09    0.29180E-15
  1914    0.21405E+03   -0.83080E+01    0.19632E-08   -0.83080E+01    0.11540E+02   -0.10188E-09    0.19632E-08   -0.10188E-09    0.29108E-15
  1915    0.21350E+03   -0.85171E+01    0.19639E-08   -0.85171E+01    0.11557E+02   -0.10169E-09    0.19639E-08   -0.10169E-09    0.29037E-15
  1916    0.21296E+03   -0.87265E+01    0.19633E-08   -0.87265E+01    0.11573E+02   -0.10144E-09    0.19633E-08   -0.10144E-09    0.28965E-15
  1917    0.21245E+03   -0.89371E+01    0.19615E-08   -0.89371E+01    0.11586E+02   -0.10114E-09    0.19615E-08   -0.10114E-09    0.28895E-15
  1918    0.21195E+03   -0.91479E+01    0.19583E-08   -0.91479E+01    0.11600E+02   -0.10078E-09    0.19583E-08   -0.10078E-09    0.28824E-15
  1919    0.21147E+03   -0.93591E+01    0.19539E-08   -0.93591E+01    0.11611E+02   -0.10036E-09    0.19539E-08   -0.10036E-09    0.28753E-15
  1920    0.21101E+03   -0.95706E+01    0.19481E-08   -0.95706E+01    0.11621E+02   -0.99889E-10    0.19481E-08   -0.99889E-10    0.28683E-15
  1921    0.21055E+03   -0.97817E+01    0.19410E-08   -0.97817E+01    0.11630E+02   -0.99361E-10    0.19410E-08   -0.99361E-10    0.28613E-15
  1922    0.21012E+03   -0.99931E+01    0.19326E-08   -0.99931E+01    0.11637E+02   -0.98778E-10    0.19326E-08   -0.98778E-10    0.28543E-15
  1923    0.20970E+03   -0.10204E+02    0.19229E-08   -0.10204E+02    0.11643E+02   -0.98138E-10    0.19229E-08   -0.98138E-10    0.28473E-15
  1924    0.20929E+03   -0.10415E+02    0.19118E-08   -0.10415E+02    0.11648E+02   -0.97441E-10    0.19118E-08   -0.97441E-10    0.28403E-15
  1925    0.20891E+03   -0.10627E+02    0.18994E-08   -0.10627E+02    0.11651E+02   -0.96689E-10    0.18994E-08   -0.96689E-10    0.28334E-15
  1926    0.20854E+03   -0.10838E+02    0.18856E-08   -0.10838E+02    0.11653E+02   -0.95879E-10    0.18856E-08   -0.95879E-10    0.28265E-15
  1927    0.20817E+03   -0.11049E+02    0.18704E-08   -0.11049E+02    0.11655E+02   -0.95014E-10    0.18704E-08   -0.95014E-10    0.28195E-15
  1928    0.20784E+03   -0.11257E+02    0.18539E-08   -0.11257E+02    0.11654E+02   -0.94091E-10    0.18539E-08   -0.94091E-10    0.28127E-15
  1929    0.20750E+03   -0.11467E+02    0.18360E-08   -0.11467E+02    0.11653E+02   -0.93112E-10    0.18360E-08   -0.93112E-10    0.28058E-15
  1930    0.20719E+03   -0.11675E+02    0.18167E-08   -0.11675E+02    0.11650E+02   -0.92076E-10    0.18167E-08   -0.92076E-10    0.27989E-15
  1931    0.20691E+03   -0.11883E+02    0.17960E-08   -0.11883E+02    0.11644E+02   -0.90984E-10    0.17960E-08   -0.90984E-10    0.27921E-15
  1932    0.20663E+03   -0.12090E+02    0.17740E-08   -0.12090E+02    0.11639E+02   -0.89834E-10    0.17740E-08   -0.89834E-10    0.27853E-15
  1933    0.20637E+03   -0.12296E+02    0.17505E-08   -0.12296E+02    0.11632E+02   -0.88627E-10    0.17505E-08   -0.88627E-10    0.27785E-15
  1934    0.20612E+03   -0.12501E+02    0.17255E-08   -0.12501E+02    0.11623E+02   -0.87363E-10    0.17255E-08   -0.87363E-10    0.27717E-15
  1935    0.20588E+03   -0.12705E+02    0.16992E-08   -0.12705E+02    0.11613E+02   -0.86042E-10    0.16992E-08   -0.86042E-10    0.27650E-15
  1936    0.20567E+03   -0.12908E+02    0.16714E-08   -0.12908E+02    0.11603E+02   -0.84664E-10    0.16714E-08   -0.84664E-10    0.27582E-15
  1937    0.20545E+03   -0.13108E+02    0.16422E-08   -0.13108E+02    0.11589E+02   -0.83229E-10    0.16422E-08   -0.83229E-10    0.27515E-15
  1938    0.20527E+03   -0.13308E+02    0.16115E-08   -0.13308E+02    0.11575E+02   -0.81736E-10    0.16115E-08   -0.81736E-10    0.27448E-15
  1939    0.20509E+03   -0.13507E+02    0.15794E-08   -0.13507E+02    0.11560E+02   -0.80185E-10    0.15794E-08   -0.80185E-10    0.27381E-15
  1940    0.20493E+03   -0.13704E+02    0.15458E-08   -0.13704E+02    0.11544E+02   -0.78577E-10    0.15458E-08   -0.78577E-10    0.27315E-15
  1941    0.20479E+03   -0.13899E+02    0.15107E-08   -0.13899E+02    0.11526E+02   -0.76912E-10    0.15107E-08   -0.76912E-10    0.27248E-15
  1942    0.20465E+03   -0.14093E+02    0.14741E-08   -0.14093E+02    0.11507E+02   -0.75189E-10    0.14741E-08   -0.75189E-10    0.27182E-15
  1943    0.20453E+03   -0.14285E+02    0.14361E-08   -0.14285E+02    0.11487E+02   -0.73408E-10    0.14361E-08   -0.73408E-10    0.27116E-15
  1944    0.20442E+03   -0.14475E+02    0.13965E-08   -0.14475E+02    0.11464E+02   -0.71569E-10    0.13965E-08   -0.71569E-10    0.27050E-15
  1945    0.20432E+03   -0.14662E+02    0.13555E-08   -0.14662E+02    0.11442E+02   -0.69672E-10    0.13555E-08   -0.69672E-10    0.26984E-15
  1946    0.20424E+03   -0.14849E+02    0.13129E-08   -0.14849E+02    0.11418E+02   -0.67717E-10    0.13129E-08   -0.67717E-10    0.26919E-15
  1947    0.20416E+03   -0.15033E+02    0.12688E-08   -0.15033E+02    0.11393E+02   -0.65704E-10    0.12688E-08   -0.65704E-10    0.26853E-15
  1948    0.20411E+03   -0.15215E+02    0.12232E-08   -0.15215E+02    0.11366E+02   -0.63633E-10    0.12232E-08   -0.63633E-10    0.26788E-15
  1949    0.20407E+03   -0.15394E+02    0.11761E-08   -0.15394E+02    0.11337E+02   -0.61504E-10    0.11761E-08   -0.61504E-10    0.26723E-15
  1950    0.20403E+03   -0.15572E+02    0.11274E-08   -0.15572E+02    0.11309E+02   -0.59316E-10    0.11274E-08   -0.59316E-10    0.26658E-15
  1951    0.20402E+03   -0.15746E+02    0.10771E-08   -0.15746E+02    0.11279E+02   -0.57071E-10    0.10771E-08   -0.57071E-10    0.26594E-15
  1952    0.20401E+03   -0.15919E+02    0.10254E-08   -0.15919E+02    0.11247E+02   -0.54772E-10    0.10254E-08   -0.54772E-10    0.26529E-15
  1953    0.20402E+03   -0.16089E+02    0.97238E-09   -0.16089E+02    0.11214E+02   -0.52423E-10    0.97238E-09   -0.52423E-10    0.26465E-15
  1954    0.20403E+03   -0.16256E+02    0.91805E-09   -0.16256E+02    0.11180E+02   -0.50028E-10    0.91805E-09   -0.50028E-10    0.26400E-15
  1955    0.20405E+03   -0.16422E+02    0.86253E-09   -0.16422E+02    0.11145E+02   -0.47592E-10    0.86253E-09   -0.47592E-10    0.26336E-15
  1956    0.20409E+03   -0.16584E+02    0.80593E-09   -0.16584E+02    0.11109E+02   -0.45120E-10    0.80593E-09   -0.45120E-10    0.26273E-15
  1957    0.20416E+03   -0.16743E+02    0.74833E-09   -0.16743E+02    0.11071E+02   -0.42614E-10    0.74833E-09   -0.42614E-10    0.26209E-15
  1958    0.20420E+03   -0.16900E+02    0.68983E-09   -0.16900E+02    0.11033E+02   -0.40081E-10    0.68983E-09   -0.40081E-10    0.26146E-15
  1959    0.20427E+03   -0.17054E+02    0.63053E-09   -0.17054E+02    0.10993E+02   -0.37523E-10    0.63053E-09   -0.37523E-10    0.26082E-15
  1960    0.20434E+03   -0.17206E+02    0.57051E-09   -0.17206E+02    0.10953E+02   -0.34945E-10    0.57051E-09   -0.34945E-10    0.26019E-15
  1961    0.20443E+03   -0.17354E+02    0.50986E-09   -0.17354E+02    0.10912E+02   -0.32352E-10    0.50986E-09   -0.32352E-10    0.25956E-15
  1962    0.20453E+03   -0.17498E+02    0.44869E-09   -0.17498E+02    0.10869E+02   -0.29748E-10    0.44869E-09   -0.29748E-10    0.25893E-15
  1963    0.20463E+03   -0.17639E+02    0.38709E-09   -0.17639E+02    0.10826E+02   -0.27137E-10    0.38709E-09   -0.27137E-10    0.25831E-15
  1964    0.20474E+03   -0.17778E+02    0.32514E-09   -0.17778E+02    0.10781E+02   -0.24523E-10    0.32514E-09   -0.24523E-10    0.25768E-15
  1965    0.20487E+03   -0.17913E+02    0.26295E-09   -0.17913E+02    0.10735E+02   -0.21911E-10    0.26295E-09   -0.21911E-10    0.25706E-15
  1966    0.20500E+03   -0.18045E+02    0.20060E-09   -0.18045E+02    0.10687E+02   -0.19304E-10    0.20060E-09   -0.19304E-10    0.25644E-15
  1967    0.20515E+03   -0.18174E+02    0.13818E-09   -0.18174E+02    0.10640E+02   -0.16709E-10    0.13818E-09   -0.16709E-10    0.25582E-15
  1968    0.20529E+03   -0.18299E+02    0.75802E-10   -0.18299E+02    0.10591E+02   -0.14127E-10    0.75802E-10   -0.14127E-10    0.25520E-15
  1969    0.20545E+03   -0.18421E+02    0.13544E-10   -0.18421E+02    0.10541E+02   -0.11565E-10    0.13544E-10   -0.11565E-10    0.25458E-15
  1970    0.20560E+03   -0.18540E+02   -0.48497E-10   -0.18540E+02    0.10492E+02   -0.90251E-11   -0.48497E-10   -0.90251E-11    0.25397E-15
  1971    0.20578E+03   -0.18655E+02   -0.11023E-09   -0.18655E+02    0.10440E+02   -0.65130E-11   -0.11023E-09   -0.65130E-11    0.25336E-15
  1972    0.20595E+03   -0.18766E+02   -0.17155E-09   -0.18766E+02    0.10387E+02   -0.40327E-11   -0.17155E-09   -0.40327E-11    0.25274E-15
  1973    0.20613E+03   -0.18874E+02   -0.23238E-09   -0.18874E+02    0.10335E+02   -0.15883E-11   -0.23238E-09   -0.15883E-11    0.25214E-15
  1974    0.20632E+03   -0.18978E+02   -0.29262E-09   -0.18978E+02    0.10281E+02    0.81584E-12   -0.29262E-09    0.81584E-12    0.25153E-15
  1975    0.20652E+03   -0.19079E+02   -0.35218E-09   -0.19079E+02    0.10226E+02    0.31754E-11   -0.35218E-09    0.31754E-11    0.25092E-15
  1976    0.20671E+03   -0.19176E+02   -0.41096E-09   -0.19176E+02    0.10170E+02    0.54861E-11   -0.41096E-09    0.54861E-11    0.25032E-15
  1977    0.20692E+03   -0.19269E+02   -0.46887E-09   -0.19269E+02    0.10114E+02    0.77437E-11   -0.46887E-09    0.77437E-11    0.24971E-15
  1978    0.20713E+03   -0.19358E+02   -0.52582E-09   -0.19358E+02    0.10057E+02    0.99438E-11   -0.52582E-09    0.99438E-11    0.24911E-15
  1979    0.20735E+03   -0.19444E+02   -0.58171E-09   -0.19444E+02    0.99996E+01    0.12082E-10   -0.58171E-09    0.12082E-10    0.24851E-15
  1980    0.20757E+03   -0.19526E+02   -0.63645E-09   -0.19526E+02    0.99412E+01    0.14155E-10   -0.63645E-09    0.14155E-10    0.24791E-15
  1981    0.20779E+03   -0.19604E+02   -0.68996E-09   -0.19604E+02    0.98819E+01    0.16157E-10   -0.68996E-09    0.16157E-10    0.24732E-15
  1982    0.20802E+03   -0.19678E+02   -0.74212E-09   -0.19678E+02    0.98219E+01    0.18084E-10   -0.74212E-09    0.18084E-10    0.24672E-15
  1983    0.20825E+03   -0.19748E+02   -0.79286E-09   -0.19748E+02    0.97611E+01    0.19933E-10   -0.79286E-09    0.19933E-10    0.24613E-15
  1984    0.20849E+03   -0.19815E+02   -0.84207E-09   -0.19815E+02    0.97003E+01    0.21699E-10   -0.84207E-09    0.21699E-10    0.24553E-15
