#    L    TT             EE             BB             TE             PP             TP             EP          
  1666    0.34593E+03    0.17763E+02    0.00000E+00   -0.29727E+02    0.15249E-08   -0.17331E-05    0.17645E-06
  1667    0.34634E+03    0.17647E+02    0.00000E+00   -0.29948E+02    0.15227E-08   -0.16653E-05    0.17491E-06
  1668    0.34678E+03    0.17529E+02    0.00000E+00   -0.30163E+02    0.15204E-08   -0.15940E-05    0.17331E-06
  1669    0.34722E+03    0.17411E+02    0.00000E+00   -0.30369E+02    0.15182E-08   -0.15196E-05    0.17166E-06
  1670    0.34768E+03    0.17290E+02    0.00000E+00   -0.30568E+02    0.15160E-08   -0.14421E-05    0.16995E-06
  1671    0.34815E+03    0.17169E+02    0.00000E+00   -0.30760E+02    0.15137E-08   -0.13619E-05    0.16819E-06
  1672    0.34864E+03    0.17046E+02    0.00000E+00   -0.30943E+02    0.15115E-08   -0.12791E-05    0.16638E-06
  1673    0.34913E+03    0.16922E+02    0.00000E+00   -0.31119E+02    0.15093E-08   -0.11939E-05    0.16453E-06
  1674    0.34964E+03    0.16798E+02    0.00000E+00   -0.31287E+02    0.15070E-08   -0.11065E-05    0.16264E-06
  1675    0.35014E+03    0.16673E+02    0.00000E+00   -0.31447E+02    0.15048E-08   -0.10172E-05    0.16070E-06
  1676    0.35067E+03    0.16545E+02    0.00000E+00   -0.31599E+02    0.15026E-08   -0.92619E-06    0.15873E-06
  1677    0.35121E+03    0.16419E+02    0.00000E+00   -0.31744E+02    0.15004E-08   -0.83360E-06    0.15673E-06
  1678    0.35174E+03    0.16290E+02    0.00000E+00   -0.31880E+02    0.14982E-08   -0.73968E-06    0.15470E-06
  1679    0.35229E+03    0.16161E+02    0.00000E+00   -0.32009E+02    0.14960E-08   -0.64464E-06    0.15264E-06
  1680    0.35285E+03    0.16031E+02    0.00000E+00   -0.32128E+02    0.14938E-08   -0.54868E-06    0.15055E-06
  1681    0.35342E+03    0.15900E+02    0.00000E+00   -0.32241E+02    0.14916E-08   -0.45201E-06    0.14845E-06
  1682    0.35398E+03    0.15769E+02    0.00000E+00   -0.32346E+02    0.14894E-08   -0.35484E-06    0.14632E-06
  1683    0.35456E+03    0.15638E+02    0.00000E+00   -0.32442E+02    0.14872E-08   -0.25738E-06    0.14418E-06
  1684    0.35514E+03    0.15505E+02    0.00000E+00   -0.32531E+02    0.14850E-08   -0.15983E-06    0.14202E-06
  1685    0.35572E+03    0.15373E+02    0.00000E+00   -0.32612E+02    0.14828E-08   -0.62413E-07    0.13986E-06
  1686    0.35632E+03    0.15240E+02    0.00000E+00   -0.32684E+02    0.14806E-08    0.34676E-07    0.13768E-06
  1687    0.35690E+03    0.15105E+02    0.00000E+00   -0.32748E+02    0.14785E-08    0.13123E-06    0.13551E-06
  1688    0.35750E+03    0.14972E+02    0.00000E+00   -0.32805E+02    0.14763E-08    0.22703E-06    0.13333E-06
  1689    0.35809E+03    0.14838E+02    0.00000E+00   -0.32853E+02    0.14741E-08    0.32188E-06    0.13115E-06
  1690    0.35868E+03    0.14703E+02    0.00000E+00   -0.32894E+02    0.14720E-08    0.41556E-06    0.12897E-06
  1691    0.35928E+03    0.14569E+02    0.00000E+00   -0.32927E+02    0.14698E-08    0.50787E-06    0.12680E-06
  1692    0.35988E+03    0.14433E+02    0.00000E+00   -0.32951E+02    0.14676E-08    0.59861E-06    0.12464E-06
  1693    0.36048E+03    0.14298E+02    0.00000E+00   -0.32968E+02    0.14655E-08    0.68755E-06    0.12249E-06
  1694    0.36107E+03    0.14164E+02    0.00000E+00   -0.32977E+02    0.14633E-08    0.77451E-06    0.12036E-06
  1695    0.36167E+03    0.14028E+02    0.00000E+00   -0.32978E+02    0.14612E-08    0.85926E-06    0.11824E-06
  1696    0.36226E+03    0.13893E+02    0.00000E+00   -0.32971E+02    0.14590E-08    0.94160E-06    0.11615E-06
  1697    0.36284E+03    0.13757E+02    0.00000E+00   -0.32957E+02    0.14569E-08    0.10213E-05    0.11408E-06
  1698    0.36344E+03    0.13622E+02    0.00000E+00   -0.32935E+02    0.14548E-08    0.10982E-05    0.11203E-06
  1699    0.36402E+03    0.13487E+02    0.00000E+00   -0.32905E+02    0.14526E-08    0.11721E-05    0.11002E-06
  1700    0.36460E+03    0.13351E+02    0.00000E+00   -0.32868E+02    0.14505E-08    0.12427E-05    0.10804E-06
  1701    0.36517E+03    0.13217E+02    0.00000E+00   -0.32823E+02    0.14484E-08    0.13099E-05    0.10609E-06
  1702    0.36575E+03    0.13083E+02    0.00000E+00   -0.32770E+02    0.14463E-08    0.13737E-05    0.10417E-06
  1703    0.36631E+03    0.12949E+02    0.00000E+00   -0.32711E+02    0.14441E-08    0.14343E-05    0.10229E-06
  1704    0.36687E+03    0.12815E+02    0.00000E+00   -0.32644E+02    0.14420E-08    0.14916E-05    0.10044E-06
  1705    0.36742E+03    0.12682E+02    0.00000E+00   -0.32569E+02    0.14399E-08    0.15458E-05    0.98610E-07
  1706    0.36796E+03    0.12547E+02    0.00000E+00   -0.32487E+02    0.14378E-08    0.15970E-05    0.96812E-07
  1707    0.36850E+03    0.12414E+02    0.00000E+00   -0.32399E+02    0.14357E-08    0.16451E-05    0.95038E-07
  1708    0.36903E+03    0.12282E+02    0.00000E+00   -0.32302E+02    0.14336E-08    0.16904E-05    0.93288E-07
  1709    0.36956E+03    0.12151E+02    0.00000E+00   -0.32199E+02    0.14315E-08    0.17328E-05    0.91560E-07
  1710    0.37007E+03    0.12021E+02    0.00000E+00   -0.32089E+02    0.14294E-08    0.17724E-05    0.89852E-07
  1711    0.37057E+03    0.11891E+02    0.00000E+00   -0.31971E+02    0.14273E-08    0.18094E-05    0.88162E-07
  1712    0.37107E+03    0.11761E+02    0.00000E+00   -0.31847E+02    0.14252E-08    0.18439E-05    0.86489E-07
  1713    0.37154E+03    0.11632E+02    0.00000E+00   -0.31717E+02    0.14232E-08    0.18757E-05    0.84831E-07
  1714    0.37201E+03    0.11505E+02    0.00000E+00   -0.31579E+02    0.14211E-08    0.19052E-05    0.83187E-07
  1715    0.37246E+03    0.11377E+02    0.00000E+00   -0.31435E+02    0.14190E-08    0.19323E-05    0.81554E-07
  1716    0.37292E+03    0.11251E+02    0.00000E+00   -0.31285E+02    0.14169E-08    0.19571E-05    0.79932E-07
  1717    0.37335E+03    0.11125E+02    0.00000E+00   -0.31128E+02    0.14149E-08    0.19797E-05    0.78318E-07
  1718    0.37376E+03    0.11001E+02    0.00000E+00   -0.30965E+02    0.14128E-08    0.20002E-05    0.76711E-07
  1719    0.37417E+03    0.10877E+02    0.00000E+00   -0.30795E+02    0.14107E-08    0.20186E-05    0.75109E-07
  1720    0.37457E+03    0.10754E+02    0.00000E+00   -0.30620E+02    0.14087E-08    0.20351E-05    0.73511E-07
  1721    0.37495E+03    0.10633E+02    0.00000E+00   -0.30439E+02    0.14066E-08    0.20497E-05    0.71914E-07
  1722    0.37533E+03    0.10512E+02    0.00000E+00   -0.30251E+02    0.14046E-08    0.20624E-05    0.70318E-07
  1723    0.37568E+03    0.10392E+02    0.00000E+00   -0.30058E+02    0.14025E-08    0.20734E-05    0.68721E-07
  1724    0.37601E+03    0.10275E+02    0.00000E+00   -0.29860E+02    0.14005E-08    0.20828E-05    0.67120E-07
  1725    0.37633E+03    0.10157E+02    0.00000E+00   -0.29655E+02    0.13984E-08    0.20906E-05    0.65515E-07
  1726    0.37664E+03    0.10041E+02    0.00000E+00   -0.29446E+02    0.13964E-08    0.20969E-05    0.63903E-07
  1727    0.37693E+03    0.99260E+01    0.00000E+00   -0.29230E+02    0.13944E-08    0.21017E-05    0.62283E-07
  1728    0.37720E+03    0.98137E+01    0.00000E+00   -0.29010E+02    0.13923E-08    0.21052E-05    0.60653E-07
  1729    0.37747E+03    0.97020E+01    0.00000E+00   -0.28785E+02    0.13903E-08    0.21075E-05    0.59013E-07
  1730    0.37770E+03    0.95910E+01    0.00000E+00   -0.28553E+02    0.13883E-08    0.21085E-05    0.57359E-07
  1731    0.37792E+03    0.94813E+01    0.00000E+00   -0.28318E+02    0.13863E-08    0.21085E-05    0.55690E-07
  1732    0.37813E+03    0.93730E+01    0.00000E+00   -0.28077E+02    0.13843E-08    0.21073E-05    0.54005E-07
  1733    0.37831E+03    0.92668E+01    0.00000E+00   -0.27833E+02    0.13822E-08    0.21053E-05    0.52302E-07
  1734    0.37848E+03    0.91612E+01    0.00000E+00   -0.27583E+02    0.13802E-08    0.21024E-05    0.50580E-07
  1735    0.37863E+03    0.90578E+01    0.00000E+00   -0.27328E+02    0.13782E-08    0.20986E-05    0.48836E-07
  1736    0.37876E+03    0.89549E+01    0.00000E+00   -0.27070E+02    0.13762E-08    0.20941E-05    0.47070E-07
  1737    0.37887E+03    0.88549E+01    0.00000E+00   -0.26807E+02    0.13742E-08    0.20890E-05    0.45278E-07
  1738    0.37896E+03    0.87555E+01    0.00000E+00   -0.26540E+02    0.13722E-08    0.20834E-05    0.43461E-07
  1739    0.37905E+03    0.86583E+01    0.00000E+00   -0.26270E+02    0.13702E-08    0.20772E-05    0.41616E-07
  1740    0.37910E+03    0.85624E+01    0.00000E+00   -0.25996E+02    0.13682E-08    0.20706E-05    0.39741E-07
  1741    0.37915E+03    0.84679E+01    0.00000E+00   -0.25717E+02    0.13663E-08    0.20637E-05    0.37835E-07
  1742    0.37916E+03    0.83755E+01    0.00000E+00   -0.25436E+02    0.13643E-08    0.20565E-05    0.35896E-07
  1743    0.37916E+03    0.82844E+01    0.00000E+00   -0.25150E+02    0.13623E-08    0.20492E-05    0.33922E-07
  1744    0.37914E+03    0.81955E+01    0.00000E+00   -0.24862E+02    0.13603E-08    0.20417E-05    0.31912E-07
  1745    0.37909E+03    0.81072E+01    0.00000E+00   -0.24570E+02    0.13583E-08    0.20342E-05    0.29865E-07
  1746    0.37903E+03    0.80217E+01    0.00000E+00   -0.24275E+02    0.13564E-08    0.20268E-05    0.27778E-07
  1747    0.37895E+03    0.79384E+01    0.00000E+00   -0.23978E+02    0.13544E-08    0.20195E-05    0.25650E-07
  1748    0.37884E+03    0.78572E+01    0.00000E+00   -0.23678E+02    0.13524E-08    0.20125E-05    0.23479E-07
  1749    0.37871E+03    0.77766E+01    0.00000E+00   -0.23373E+02    0.13505E-08    0.20057E-05    0.21264E-07
  1750    0.37856E+03    0.76981E+01    0.00000E+00   -0.23068E+02    0.13485E-08    0.19992E-05    0.19002E-07
  1751    0.37839E+03    0.76211E+01    0.00000E+00   -0.22761E+02    0.13466E-08    0.19932E-05    0.16694E-07
  1752    0.37820E+03    0.75453E+01    0.00000E+00   -0.22449E+02    0.13446E-08    0.19877E-05    0.14341E-07
  1753    0.37799E+03    0.74710E+01    0.00000E+00   -0.22138E+02    0.13427E-08    0.19825E-05    0.11946E-07
  1754    0.37776E+03    0.73996E+01    0.00000E+00   -0.21823E+02    0.13407E-08    0.19776E-05    0.95130E-08
  1755    0.37751E+03    0.73307E+01    0.00000E+00   -0.21507E+02    0.13388E-08    0.19731E-05    0.70444E-08
  1756    0.37724E+03    0.72628E+01    0.00000E+00   -0.21189E+02    0.13368E-08    0.19689E-05    0.45436E-08
  1757    0.37695E+03    0.71968E+01    0.00000E+00   -0.20869E+02    0.13349E-08    0.19650E-05    0.20136E-08
  1758    0.37662E+03    0.71327E+01    0.00000E+00   -0.20549E+02    0.13330E-08    0.19613E-05   -0.54256E-09
  1759    0.37629E+03    0.70705E+01    0.00000E+00   -0.20227E+02    0.13311E-08    0.19579E-05   -0.31218E-08
  1760    0.37593E+03    0.70105E+01    0.00000E+00   -0.19903E+02    0.13291E-08    0.19546E-05   -0.57209E-08
  1761    0.37555E+03    0.69523E+01    0.00000E+00   -0.19579E+02    0.13272E-08    0.19515E-05   -0.83369E-08
  1762    0.37515E+03    0.68960E+01    0.00000E+00   -0.19254E+02    0.13253E-08    0.19485E-05   -0.10967E-07
  1763    0.37473E+03    0.68418E+01    0.00000E+00   -0.18928E+02    0.13234E-08    0.19457E-05   -0.13607E-07
  1764    0.37429E+03    0.67897E+01    0.00000E+00   -0.18602E+02    0.13215E-08    0.19429E-05   -0.16255E-07
  1765    0.37382E+03    0.67394E+01    0.00000E+00   -0.18275E+02    0.13195E-08    0.19401E-05   -0.18908E-07
  1766    0.37334E+03    0.66910E+01    0.00000E+00   -0.17948E+02    0.13176E-08    0.19374E-05   -0.21562E-07
  1767    0.37283E+03    0.66446E+01    0.00000E+00   -0.17620E+02    0.13157E-08    0.19347E-05   -0.24214E-07
  1768    0.37230E+03    0.66002E+01    0.00000E+00   -0.17293E+02    0.13138E-08    0.19319E-05   -0.26862E-07
  1769    0.37176E+03    0.65578E+01    0.00000E+00   -0.16966E+02    0.13119E-08    0.19291E-05   -0.29501E-07
  1770    0.37118E+03    0.65172E+01    0.00000E+00   -0.16638E+02    0.13100E-08    0.19262E-05   -0.32130E-07
  1771    0.37059E+03    0.64787E+01    0.00000E+00   -0.16312E+02    0.13082E-08    0.19231E-05   -0.34745E-07
  1772    0.36999E+03    0.64421E+01    0.00000E+00   -0.15986E+02    0.13063E-08    0.19199E-05   -0.37342E-07
  1773    0.36935E+03    0.64075E+01    0.00000E+00   -0.15659E+02    0.13044E-08    0.19166E-05   -0.39920E-07
  1774    0.36870E+03    0.63748E+01    0.00000E+00   -0.15335E+02    0.13025E-08    0.19130E-05   -0.42474E-07
  1775    0.36803E+03    0.63441E+01    0.00000E+00   -0.15011E+02    0.13006E-08    0.19092E-05   -0.45001E-07
  1776    0.36734E+03    0.63153E+01    0.00000E+00   -0.14688E+02    0.12988E-08    0.19051E-05   -0.47500E-07
  1777    0.36662E+03    0.62886E+01    0.00000E+00   -0.14367E+02    0.12969E-08    0.19007E-05   -0.49965E-07
  1778    0.36589E+03    0.62637E+01    0.00000E+00   -0.14046E+02    0.12950E-08    0.18961E-05   -0.52395E-07
  1779    0.36514E+03    0.62408E+01    0.00000E+00   -0.13727E+02    0.12931E-08    0.18910E-05   -0.54787E-07
  1780    0.36437E+03    0.62198E+01    0.00000E+00   -0.13410E+02    0.12913E-08    0.18856E-05   -0.57136E-07
  1781    0.36358E+03    0.62007E+01    0.00000E+00   -0.13094E+02    0.12894E-08    0.18798E-05   -0.59440E-07
  1782    0.36276E+03    0.61836E+01    0.00000E+00   -0.12780E+02    0.12876E-08    0.18736E-05   -0.61697E-07
  1783    0.36193E+03    0.61684E+01    0.00000E+00   -0.12467E+02    0.12857E-08    0.18669E-05   -0.63902E-07
  1784    0.36110E+03    0.61550E+01    0.00000E+00   -0.12156E+02    0.12839E-08    0.18597E-05   -0.66054E-07
  1785    0.36023E+03    0.61435E+01    0.00000E+00   -0.11848E+02    0.12820E-08    0.18520E-05   -0.68147E-07
  1786    0.35935E+03    0.61339E+01    0.00000E+00   -0.11542E+02    0.12802E-08    0.18437E-05   -0.70181E-07
  1787    0.35845E+03    0.61263E+01    0.00000E+00   -0.11237E+02    0.12783E-08    0.18349E-05   -0.72151E-07
  1788    0.35754E+03    0.61204E+01    0.00000E+00   -0.10937E+02    0.12765E-08    0.18255E-05   -0.74055E-07
  1789    0.35660E+03    0.61164E+01    0.00000E+00   -0.10638E+02    0.12747E-08    0.18154E-05   -0.75889E-07
  1790    0.35564E+03    0.61142E+01    0.00000E+00   -0.10342E+02    0.12728E-08    0.18047E-05   -0.77650E-07
  1791    0.35467E+03    0.61137E+01    0.00000E+00   -0.10049E+02    0.12710E-08    0.17933E-05   -0.79335E-07
  1792    0.35369E+03    0.61151E+01    0.00000E+00   -0.97584E+01    0.12692E-08    0.17812E-05   -0.80942E-07
  1793    0.35268E+03    0.61183E+01    0.00000E+00   -0.94708E+01    0.12673E-08    0.17683E-05   -0.82466E-07
  1794    0.35167E+03    0.61232E+01    0.00000E+00   -0.91865E+01    0.12655E-08    0.17547E-05   -0.83906E-07
  1795    0.35064E+03    0.61299E+01    0.00000E+00   -0.89055E+01    0.12637E-08    0.17403E-05   -0.85257E-07
  1796    0.34956E+03    0.61384E+01    0.00000E+00   -0.86271E+01    0.12619E-08    0.17250E-05   -0.86517E-07
  1797    0.34851E+03    0.61484E+01    0.00000E+00   -0.83527E+01    0.12601E-08    0.17089E-05   -0.87682E-07
  1798    0.34742E+03    0.61601E+01    0.00000E+00   -0.80808E+01    0.12583E-08    0.16919E-05   -0.88751E-07
  1799    0.34632E+03    0.61737E+01    0.00000E+00   -0.78130E+01    0.12565E-08    0.16740E-05   -0.89718E-07
  1800    0.34521E+03    0.61888E+01    0.00000E+00   -0.75492E+01    0.12547E-08    0.16552E-05   -0.90582E-07
  1801    0.34410E+03    0.62056E+01    0.00000E+00   -0.72884E+01    0.12529E-08    0.16354E-05   -0.91341E-07
  1802    0.34297E+03    0.62239E+01    0.00000E+00   -0.70317E+01    0.12511E-08    0.16147E-05   -0.91997E-07
  1803    0.34182E+03    0.62438E+01    0.00000E+00   -0.67795E+01    0.12493E-08    0.15932E-05   -0.92556E-07
  1804    0.34065E+03    0.62652E+01    0.00000E+00   -0.65301E+01    0.12475E-08    0.15709E-05   -0.93020E-07
  1805    0.33947E+03    0.62883E+01    0.00000E+00   -0.62853E+01    0.12457E-08    0.15479E-05   -0.93396E-07
  1806    0.33829E+03    0.63130E+01    0.00000E+00   -0.60445E+01    0.12439E-08    0.15244E-05   -0.93687E-07
  1807    0.33708E+03    0.63391E+01    0.00000E+00   -0.58081E+01    0.12421E-08    0.15003E-05   -0.93897E-07
  1808    0.33587E+03    0.63666E+01    0.00000E+00   -0.55757E+01    0.12403E-08    0.14757E-05   -0.94031E-07
  1809    0.33464E+03    0.63954E+01    0.00000E+00   -0.53478E+01    0.12386E-08    0.14508E-05   -0.94094E-07
  1810    0.33341E+03    0.64257E+01    0.00000E+00   -0.51243E+01    0.12368E-08    0.14255E-05   -0.94089E-07
  1811    0.33216E+03    0.64575E+01    0.00000E+00   -0.49053E+01    0.12350E-08    0.14000E-05   -0.94021E-07
  1812    0.33090E+03    0.64906E+01    0.00000E+00   -0.46910E+01    0.12333E-08    0.13744E-05   -0.93894E-07
  1813    0.32964E+03    0.65251E+01    0.00000E+00   -0.44812E+01    0.12315E-08    0.13486E-05   -0.93714E-07
  1814    0.32836E+03    0.65608E+01    0.00000E+00   -0.42761E+01    0.12297E-08    0.13228E-05   -0.93483E-07
  1815    0.32708E+03    0.65979E+01    0.00000E+00   -0.40758E+01    0.12280E-08    0.12971E-05   -0.93207E-07
  1816    0.32579E+03    0.66361E+01    0.00000E+00   -0.38805E+01    0.12262E-08    0.12714E-05   -0.92890E-07
  1817    0.32448E+03    0.66756E+01    0.00000E+00   -0.36898E+01    0.12245E-08    0.12460E-05   -0.92536E-07
  1818    0.32317E+03    0.67163E+01    0.00000E+00   -0.35041E+01    0.12227E-08    0.12208E-05   -0.92150E-07
  1819    0.32183E+03    0.67584E+01    0.00000E+00   -0.33235E+01    0.12210E-08    0.11960E-05   -0.91736E-07
  1820    0.32051E+03    0.68013E+01    0.00000E+00   -0.31478E+01    0.12192E-08    0.11715E-05   -0.91298E-07
  1821    0.31918E+03    0.68455E+01    0.00000E+00   -0.29772E+01    0.12175E-08    0.11476E-05   -0.90841E-07
  1822    0.31784E+03    0.68907E+01    0.00000E+00   -0.28118E+01    0.12157E-08    0.11242E-05   -0.90369E-07
  1823    0.31652E+03    0.69370E+01    0.00000E+00   -0.26515E+01    0.12140E-08    0.11014E-05   -0.89887E-07
  1824    0.31517E+03    0.69841E+01    0.00000E+00   -0.24964E+01    0.12123E-08    0.10793E-05   -0.89399E-07
  1825    0.31381E+03    0.70321E+01    0.00000E+00   -0.23466E+01    0.12105E-08    0.10580E-05   -0.88908E-07
  1826    0.31245E+03    0.70818E+01    0.00000E+00   -0.22020E+01    0.12088E-08    0.10376E-05   -0.88421E-07
  1827    0.31110E+03    0.71322E+01    0.00000E+00   -0.20627E+01    0.12071E-08    0.10180E-05   -0.87940E-07
  1828    0.30972E+03    0.71833E+01    0.00000E+00   -0.19288E+01    0.12053E-08    0.99950E-06   -0.87471E-07
  1829    0.30835E+03    0.72345E+01    0.00000E+00   -0.18002E+01    0.12036E-08    0.98201E-06   -0.87018E-07
  1830    0.30698E+03    0.72880E+01    0.00000E+00   -0.16769E+01    0.12019E-08    0.96565E-06   -0.86584E-07
  1831    0.30560E+03    0.73415E+01    0.00000E+00   -0.15591E+01    0.12002E-08    0.95050E-06   -0.86176E-07
  1832    0.30422E+03    0.73959E+01    0.00000E+00   -0.14468E+01    0.11985E-08    0.93663E-06   -0.85796E-07
  1833    0.30284E+03    0.74510E+01    0.00000E+00   -0.13398E+01    0.11968E-08    0.92411E-06   -0.85449E-07
  1834    0.30146E+03    0.75063E+01    0.00000E+00   -0.12384E+01    0.11951E-08    0.91301E-06   -0.85140E-07
  1835    0.30007E+03    0.75630E+01    0.00000E+00   -0.11422E+01    0.11934E-08    0.90342E-06   -0.84873E-07
  1836    0.29868E+03    0.76214E+01    0.00000E+00   -0.10518E+01    0.11917E-08    0.89539E-06   -0.84652E-07
  1837    0.29730E+03    0.76783E+01    0.00000E+00   -0.96674E+00    0.11900E-08    0.88900E-06   -0.84482E-07
  1838    0.29591E+03    0.77368E+01    0.00000E+00   -0.88726E+00    0.11883E-08    0.88432E-06   -0.84367E-07
  1839    0.29452E+03    0.77961E+01    0.00000E+00   -0.81322E+00    0.11866E-08    0.88143E-06   -0.84312E-07
  1840    0.29314E+03    0.78547E+01    0.00000E+00   -0.74476E+00    0.11849E-08    0.88040E-06   -0.84320E-07
  1841    0.29176E+03    0.79149E+01    0.00000E+00   -0.68175E+00    0.11832E-08    0.88130E-06   -0.84397E-07
  1842    0.29037E+03    0.79752E+01    0.00000E+00   -0.62427E+00    0.11815E-08    0.88421E-06   -0.84546E-07
  1843    0.28899E+03    0.80356E+01    0.00000E+00   -0.57233E+00    0.11798E-08    0.88919E-06   -0.84772E-07
  1844    0.28761E+03    0.80968E+01    0.00000E+00   -0.52578E+00    0.11782E-08    0.89632E-06   -0.85080E-07
  1845    0.28625E+03    0.81580E+01    0.00000E+00   -0.48478E+00    0.11765E-08    0.90568E-06   -0.85473E-07
  1846    0.28487E+03    0.82202E+01    0.00000E+00   -0.44911E+00    0.11748E-08    0.91732E-06   -0.85957E-07
  1847    0.28350E+03    0.82824E+01    0.00000E+00   -0.41908E+00    0.11731E-08    0.93134E-06   -0.86534E-07
  1848    0.28213E+03    0.83447E+01    0.00000E+00   -0.39433E+00    0.11715E-08    0.94779E-06   -0.87211E-07
  1849    0.28077E+03    0.84071E+01    0.00000E+00   -0.37502E+00    0.11698E-08    0.96675E-06   -0.87991E-07
  1850    0.27941E+03    0.84696E+01    0.00000E+00   -0.36106E+00    0.11681E-08    0.98830E-06   -0.88879E-07
  1851    0.27803E+03    0.85329E+01    0.00000E+00   -0.35249E+00    0.11665E-08    0.10125E-05   -0.89877E-07
  1852    0.27670E+03    0.85971E+01    0.00000E+00   -0.34929E+00    0.11648E-08    0.10392E-05   -0.90982E-07
  1853    0.27534E+03    0.86599E+01    0.00000E+00   -0.35133E+00    0.11632E-08    0.10684E-05   -0.92192E-07
  1854    0.27400E+03    0.87227E+01    0.00000E+00   -0.35876E+00    0.11615E-08    0.11000E-05   -0.93500E-07
  1855    0.27266E+03    0.87850E+01    0.00000E+00   -0.37137E+00    0.11599E-08    0.11338E-05   -0.94904E-07
  1856    0.27134E+03    0.88481E+01    0.00000E+00   -0.38910E+00    0.11582E-08    0.11699E-05   -0.96398E-07
  1857    0.27002E+03    0.89120E+01    0.00000E+00   -0.41209E+00    0.11566E-08    0.12080E-05   -0.97979E-07
  1858    0.26870E+03    0.89745E+01    0.00000E+00   -0.44020E+00    0.11549E-08    0.12481E-05   -0.99642E-07
  1859    0.26740E+03    0.90379E+01    0.00000E+00   -0.47353E+00    0.11533E-08    0.12901E-05   -0.10138E-06
  1860    0.26609E+03    0.90999E+01    0.00000E+00   -0.51177E+00    0.11516E-08    0.13339E-05   -0.10320E-06
  1861    0.26481E+03    0.91627E+01    0.00000E+00   -0.55516E+00    0.11500E-08    0.13794E-05   -0.10508E-06
  1862    0.26353E+03    0.92249E+01    0.00000E+00   -0.60341E+00    0.11484E-08    0.14265E-05   -0.10703E-06
  1863    0.26224E+03    0.92872E+01    0.00000E+00   -0.65653E+00    0.11467E-08    0.14751E-05   -0.10904E-06
  1864    0.26098E+03    0.93503E+01    0.00000E+00   -0.71459E+00    0.11451E-08    0.15251E-05   -0.11111E-06
  1865    0.25972E+03    0.94120E+01    0.00000E+00   -0.77745E+00    0.11435E-08    0.15765E-05   -0.11323E-06
  1866    0.25848E+03    0.94731E+01    0.00000E+00   -0.84513E+00    0.11419E-08    0.16291E-05   -0.11540E-06
  1867    0.25723E+03    0.95343E+01    0.00000E+00   -0.91733E+00    0.11402E-08    0.16828E-05   -0.11761E-06
  1868    0.25601E+03    0.95948E+01    0.00000E+00   -0.99436E+00    0.11386E-08    0.17375E-05   -0.11987E-06
  1869    0.25480E+03    0.96547E+01    0.00000E+00   -0.10758E+01    0.11370E-08    0.17932E-05   -0.12216E-06
  1870    0.25359E+03    0.97146E+01    0.00000E+00   -0.11620E+01    0.11354E-08    0.18497E-05   -0.12448E-06
  1871    0.25239E+03    0.97747E+01    0.00000E+00   -0.12525E+01    0.11338E-08    0.19070E-05   -0.12682E-06
  1872    0.25121E+03    0.98334E+01    0.00000E+00   -0.13476E+01    0.11322E-08    0.19650E-05   -0.12919E-06
  1873    0.25003E+03    0.98921E+01    0.00000E+00   -0.14469E+01    0.11306E-08    0.20235E-05   -0.13158E-06
  1874    0.24888E+03    0.99495E+01    0.00000E+00   -0.15506E+01    0.11290E-08    0.20824E-05   -0.13399E-06
  1875    0.24773E+03    0.10007E+02    0.00000E+00   -0.16585E+01    0.11274E-08    0.21417E-05   -0.13640E-06
  1876    0.24659E+03    0.10064E+02    0.00000E+00   -0.17705E+01    0.11258E-08    0.22013E-05   -0.13882E-06
  1877    0.24546E+03    0.10120E+02    0.00000E+00   -0.18866E+01    0.11242E-08    0.22611E-05   -0.14124E-06
  1878    0.24434E+03    0.10175E+02    0.00000E+00   -0.20067E+01    0.11226E-08    0.23210E-05   -0.14366E-06
  1879    0.24325E+03    0.10229E+02    0.00000E+00   -0.21306E+01    0.11210E-08    0.23808E-05   -0.14607E-06
  1880    0.24216E+03    0.10282E+02    0.00000E+00   -0.22586E+01    0.11194E-08    0.24406E-05   -0.14848E-06
  1881    0.24109E+03    0.10335E+02    0.00000E+00   -0.23902E+01    0.11178E-08    0.25001E-05   -0.15086E-06
  1882    0.24003E+03    0.10388E+02    0.00000E+00   -0.25254E+01    0.11163E-08    0.25594E-05   -0.15323E-06
  1883    0.23898E+03    0.10439E+02    0.00000E+00   -0.26643E+01    0.11147E-08    0.26182E-05   -0.15557E-06
  1884    0.23795E+03    0.10490E+02    0.00000E+00   -0.28068E+01    0.11131E-08    0.26766E-05   -0.15789E-06
  1885    0.23694E+03    0.10540E+02    0.00000E+00   -0.29528E+01    0.11115E-08    0.27343E-05   -0.16017E-06
  1886    0.23593E+03    0.10589E+02    0.00000E+00   -0.31020E+01    0.11099E-08    0.27914E-05   -0.16242E-06
  1887    0.23494E+03    0.10638E+02    0.00000E+00   -0.32548E+01    0.11084E-08    0.28477E-05   -0.16462E-06
  1888    0.23397E+03    0.10684E+02    0.00000E+00   -0.34106E+01    0.11068E-08    0.29032E-05   -0.16679E-06
  1889    0.23300E+03    0.10731E+02    0.00000E+00   -0.35696E+01    0.11052E-08    0.29576E-05   -0.16890E-06
  1890    0.23206E+03    0.10776E+02    0.00000E+00   -0.37318E+01    0.11037E-08    0.30111E-05   -0.17096E-06
  1891    0.23113E+03    0.10821E+02    0.00000E+00   -0.38968E+01    0.11021E-08    0.30633E-05   -0.17296E-06
